gender,SeniorCitizen,Partner,Dependents,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,PhoneServiceStatus,Internet_AddOnCount,IsNewCustomer,AvgMonthlySpend,BillingRatio,RelativeSpend,TenureGroup,ContractPaymentCombo,CostDeviation
Female,No,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),74.73,Yes,No phone service,2,No,344.92333333333335,4.6155939158749275,0.21665684161697768,0–6m,Month-to-month_Credit card (automatic),18.331784788245464
Male,No,No,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,79.71,No,Multiple phone lines,2,No,29.90740740740741,0.37520270238875186,2.66522600619195,25–48m,Month-to-month_Electronic check,23.311784788245454
Male,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.31,Yes,Multiple phone lines,2,No,73.06155555555556,0.7431752167180913,1.3455777016032144,25–48m,Month-to-month_Electronic check,11.959064467766126
Female,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.33,No,Multiple phone lines,5,No,93.24323529411765,1.2377968311976324,0.8078870253953132,49m+,Two year_Credit card (automatic),-25.589561815336467
Male,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,29.03,Yes,Single phone line,0,No,42.822,1.4750947295900794,0.6779225631684648,0–6m,Month-to-month_Electronic check,-27.36821521175454
Female,No,No,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,110.11,No,Multiple phone lines,1,No,77.15202898550724,0.7006814002861433,1.4271821680889794,49m+,One year_Electronic check,13.042230941704034
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.72,No,Multiple phone lines,0,No,10.678378378378378,0.5704261954261954,1.7530751708428245,7–12m,Month-to-month_Credit card (automatic),-2.5082352941176467
Male,No,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,100.87,Yes,Multiple phone lines,1,No,628.935,6.235104590066421,0.16038223345814753,0–6m,Month-to-month_Electronic check,14.519064467766128
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.63,No,Single phone line,0,No,6.71,0.2965090587715422,3.3725782414307,49m+,Two year_Mailed check,0.18392080745341488
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.89,No,Multiple phone lines,0,Yes,0.0,0.0,0.0,0–6m,One year_Mailed check,1.1942480620155038
Female,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.45,No,Multiple phone lines,2,No,131.66074074074075,1.5590377826020219,0.6414212735312982,25–48m,Month-to-month_Electronic check,-1.9009355322338735
Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.68,No,Single phone line,0,No,56.229285714285716,0.7844487404336734,1.2747805541088149,25–48m,Month-to-month_Electronic check,-14.67093553223387
Female,No,No,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),82.4,No,No phone service,2,No,102.36,1.2422330097087377,0.8050019538882377,13–24m,Two year_Credit card (automatic),8.808381046396846
Male,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),76.77,No,Multiple phone lines,3,No,87.6186567164179,1.1413137516792746,0.8761832568201756,49m+,One year_Credit card (automatic),-20.29776905829597
Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.78,No,Single phone line,0,No,32.67263157894737,1.572311433058102,0.6360063146364252,13–24m,Month-to-month_Bank transfer (automatic),-0.4482352941176444
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.5,Yes,Single phone line,0,No,118.965,5.533255813953488,0.18072542344387005,0–6m,Month-to-month_Mailed check,0.27176470588235446
Male,No,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),87.04,No,Multiple phone lines,1,No,30.613636363636363,0.35171916778074863,2.843177431328879,25–48m,One year_Credit card (automatic),19.737878192534396
Female,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,87.62,No,Single phone line,5,No,68.5731884057971,0.782620273976228,1.277758873941943,49m+,Two year_Electronic check,14.028381046396845
Female,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.39,No,Multiple phone lines,3,No,183.0482857142857,1.9600416073914306,0.5101932511171916,25–48m,One year_Electronic check,-3.677769058295965
Male,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.68,Yes,Multiple phone lines,0,No,227.81,2.628172588832487,0.380492515692902,0–6m,Month-to-month_Electronic check,0.3290644677661305
Male,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.23,No,Multiple phone lines,0,No,219.5725,9.877305443094917,0.10124218652153617,25–48m,Two year_Credit card (automatic),-0.2160791925465837
Female,No,No,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,41.29,No,No phone service,1,No,66.303,1.6057883264713007,0.6227470853505874,13–24m,One year_Mailed check,-26.01212180746561
Female,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,57.05,Yes,Multiple phone lines,0,Yes,0.0,0.0,0.0,0–6m,Month-to-month_Mailed check,-29.30093553223388
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.67,No,Multiple phone lines,0,No,25.50779411764706,1.1251783907210875,0.8887479605426254,49m+,Two year_Mailed check,0.22392080745341758
Male,No,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,35.53,Yes,Single phone line,1,Yes,0.0,0.0,0.0,0–6m,Month-to-month_Mailed check,-20.86821521175454
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.18,No,Single phone line,0,No,347.865,13.815131056393964,0.0723844019950268,0–6m,Month-to-month_Bank transfer (automatic),3.951764705882354
Male,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),78.38,No,Single phone line,1,No,374.89625,4.783060091860169,0.20907117635879258,7–12m,One year_Credit card (automatic),-18.68776905829597
Female,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.28,No,Single phone line,0,No,25.3225,1.1365574506283662,0.8798499358278211,25–48m,Two year_Mailed check,-0.166079192546583
Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.31,No,Single phone line,0,No,181.155,8.500938526513375,0.11763407027131462,0–6m,Two year_Mailed check,-1.1360791925465854
Male,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.2,No,Multiple phone lines,0,No,18.422833333333333,0.8298573573573573,1.205026371260302,49m+,Two year_Credit card (automatic),-0.24607919254658484
Female,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.05,Yes,Single phone line,1,No,132.48859649122807,1.6550730354931675,0.6042029436495693,7–12m,Month-to-month_Electronic check,-6.300935532233879
Male,No,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,83.17,No,Multiple phone lines,4,No,123.42133333333332,1.4839645705582942,0.6738705356178295,25–48m,One year_Electronic check,15.867878192534391
Male,No,No,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),76.44,No,Multiple phone lines,3,No,1.4240853658536587,0.018630106826970944,53.67655748233782,25–48m,One year_Credit card (automatic),9.137878192534387
Female,Yes,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,107.28,Yes,Multiple phone lines,2,No,18.6625,0.17396066368381805,5.748425987943737,25–48m,Month-to-month_Electronic check,20.929064467766125
Male,No,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,67.39,Yes,Single phone line,1,No,73.105,1.084804867190978,0.9218247725873743,0–6m,Month-to-month_Electronic check,-18.960935532233876
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.07,No,Multiple phone lines,0,No,21.6272,0.937459904638058,1.066712288229637,49m+,One year_Electronic check,1.3742480620155035
Male,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.28,No,Single phone line,0,No,606.65,27.228456014362656,0.03672628368911234,0–6m,Month-to-month_Mailed check,1.0517647058823556
Male,No,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),29.38,No,Single phone line,4,No,39.1587323943662,1.3328363646823076,0.7502796490988285,49m+,Two year_Credit card (automatic),-44.211618953603164
Female,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),53.67,No,Single phone line,0,No,22.774117647058826,0.4243360843498943,2.356622584977787,25–48m,Month-to-month_Credit card (automatic),-2.728215211754538
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.61,No,Single phone line,0,Yes,0.0,0.0,0.0,0–6m,Month-to-month_Bank transfer (automatic),1.381764705882354
Female,No,No,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,46.95,Yes,Single phone line,1,Yes,0.0,0.0,0.0,0–6m,One year_Mailed check,-20.352121807465608
Male,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,78.76,Yes,Multiple phone lines,0,No,108.20694444444445,1.3738819761864456,0.7278645599353092,7–12m,Month-to-month_Electronic check,-7.590935532233871
Female,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.91,No,Multiple phone lines,0,No,27.332857142857144,1.2475060311664603,0.8015993309987979,7–12m,One year_Bank transfer (automatic),0.2142480620155034
Male,No,No,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),22.39,No,Multiple phone lines,0,No,12.765142857142857,0.5701269699483188,1.753995254935315,49m+,Two year_Bank transfer (automatic),-51.20161895360316
Male,No,No,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),40.94,No,No phone service,1,No,101.21166666666666,2.472195082234164,0.4044988225995027,13–24m,One year_Credit card (automatic),-26.362121807465613
Male,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),78.47,No,Single phone line,0,No,142.10724137931032,1.8109754221907777,0.5521886093795119,25–48m,Two year_Bank transfer (automatic),56.023920807453415
Male,No,No,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),45.04,No,No phone service,1,No,109.67380952380952,2.435031294933604,0.4106723400560102,13–24m,One year_Bank transfer (automatic),-22.26212180746561
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.63,Yes,Single phone line,0,No,175.4,7.7507733097657985,0.12901938426453818,0–6m,One year_Bank transfer (automatic),0.9342480620155023
Male,Yes,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),100.13,No,Multiple phone lines,5,No,175.91260869565215,1.756842192106783,0.5692030875014521,25–48m,Two year_Credit card (automatic),-0.7895618153364694
Male,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),116.04,Yes,Multiple phone lines,4,No,69.2398148148148,0.5966892004034368,1.6759143609836988,49m+,One year_Credit card (automatic),18.97223094170404
Male,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,82.24,No,Multiple phone lines,3,No,51.723571428571425,0.6289344774874931,1.5899907475177109,25–48m,Month-to-month_Electronic check,-4.110935532233881
Female,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,104.55,Yes,Multiple phone lines,1,No,13.5476,0.12958010521281682,7.717234048835218,49m+,Month-to-month_Electronic check,18.19906446776612
Female,No,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.98,Yes,Multiple phone lines,2,No,21.689999999999998,0.38745980707395494,2.5809128630705396,7–12m,Month-to-month_Electronic check,-0.4182152117545428
Male,No,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,74.46,No,Single phone line,0,No,28.60967213114754,0.384228742024544,2.6026163340381276,49m+,One year_Mailed check,7.157878192534383
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.94,No,Single phone line,0,No,7.624428571428572,0.31848072562358276,3.1399074403702385,49m+,Two year_Mailed check,1.4939208074534172
Female,No,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.58,No,Single phone line,5,No,88.21845070422536,1.055497136925405,0.9474208550796597,49m+,One year_Credit card (automatic),16.277878192534388
Male,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,59.16,No,Multiple phone lines,0,No,168.13,2.8419540229885056,0.3518705763397371,0–6m,Month-to-month_Mailed check,2.761784788245457
Male,No,No,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),83.41,No,Multiple phone lines,2,No,106.37645502645503,1.2753441437052517,0.7841020832970655,25–48m,Month-to-month_Credit card (automatic),27.011784788245457
Male,No,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),77.95,No,Single phone line,1,No,623.48,7.998460551635663,0.12502405851029705,0–6m,Month-to-month_Bank transfer (automatic),21.551784788245463
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.42,No,Single phone line,0,No,21.407586206896553,0.9994204578383077,1.0005798782255726,49m+,Month-to-month_Electronic check,0.19176470588235617
Female,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.33,No,Multiple phone lines,3,No,117.2836170212766,1.2050099354903585,0.8298686762222145,25–48m,Month-to-month_Credit card (automatic),10.979064467766122
Male,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),86.2,No,Multiple phone lines,6,No,84.97432835820895,0.9857810714409391,1.0144240227074728,49m+,One year_Bank transfer (automatic),18.897878192534392
Male,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.38,No,Multiple phone lines,5,No,111.31147540983606,1.4022609651024953,0.7131340206185567,49m+,One year_Electronic check,-17.68776905829597
Female,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,77.73,No,Multiple phone lines,2,No,89.37595744680851,1.1498257744346907,0.8696969769108261,25–48m,One year_Electronic check,-19.33776905829596
Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),17.55,No,Single phone line,0,No,13.477142857142857,0.7679283679283678,1.3022047911808354,49m+,Two year_Bank transfer (automatic),-4.896079192546583
Male,No,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),92.29,No,Single phone line,1,No,83.06851851851852,0.9000814662316449,1.111010544619569,49m+,Month-to-month_Credit card (automatic),35.89178478824547
Male,No,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.39,No,Single phone line,1,Yes,0.0,0.0,0.0,0–6m,Month-to-month_Electronic check,-16.00821521175454
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.37,No,Multiple phone lines,0,No,20.845285714285716,0.97544621966709,1.0251718442676316,49m+,Two year_Credit card (automatic),-1.0760791925465831
Female,Yes,No,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,74.31,No,Multiple phone lines,0,No,892.56,12.011303996770286,0.08325490723312719,0–6m,One year_Electronic check,7.007878192534392
Female,Yes,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,74.98,Yes,Single phone line,1,Yes,0.0,0.0,0.0,0–6m,Month-to-month_Electronic check,-11.370935532233872
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,Yes,Single phone line,0,No,137.31,6.882706766917294,0.14529167577015512,0–6m,Month-to-month_Mailed check,-1.2782352941176462
Female,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,83.13,No,Multiple phone lines,3,No,6034.43,72.59028028389271,0.013775949012582795,0–6m,Month-to-month_Electronic check,-3.220935532233881
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.19,No,Single phone line,0,No,238.48200000000003,11.254459650778669,0.08885366610477939,0–6m,Two year_Mailed check,-1.2560791925465828
Female,No,No,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),49.7,No,Single phone line,4,No,48.73166666666666,0.9805164319248826,1.0198707206128803,25–48m,One year_Credit card (automatic),-17.602121807465608
Male,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,96.33,Yes,Multiple phone lines,0,No,179.69571428571427,1.8654179828268898,0.536072885115314,7–12m,Month-to-month_Electronic check,9.979064467766122
Female,Yes,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,91.37,Yes,Multiple phone lines,4,No,127.875,1.3995293860129145,0.7145259042033236,7–12m,Month-to-month_Electronic check,34.971784788245465
Male,No,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.31,Yes,Multiple phone lines,1,No,80.39,1.2123359975870909,0.8248538375419828,0–6m,Month-to-month_Electronic check,-20.040935532233874
Female,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.23,No,Single phone line,0,No,122.02399999999999,2.3818856138981066,0.4198354422080902,13–24m,Month-to-month_Electronic check,-5.168215211754543
Male,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.52,No,Multiple phone lines,6,No,49.844328358208955,0.6040272462216306,1.655554457609812,49m+,Two year_Bank transfer (automatic),8.928381046396836
Female,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,76.31,No,Multiple phone lines,4,No,66.71072463768115,0.8742068488753919,1.143894035246272,49m+,Two year_Electronic check,-24.609561815336463
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.39,Yes,Multiple phone lines,0,No,454.23,19.41983753740915,0.051493736653237344,0–6m,Month-to-month_Bank transfer (automatic),2.161764705882355
Female,No,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.12,No,Single phone line,4,No,102.34272727272727,1.2166277612069338,0.8219440915995275,49m+,Two year_Bank transfer (automatic),10.528381046396845
Female,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,52.06,No,No phone service,0,No,26.77,0.5142143680368805,1.9447142323496451,0–6m,Month-to-month_Mailed check,-4.338215211754537
Male,No,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.11,No,Multiple phone lines,3,No,17.68985915492958,0.22647368012968347,4.415524132549881,49m+,Month-to-month_Electronic check,21.71178478824546
Male,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.38,Yes,Single phone line,0,No,83.266,1.2357672899970318,0.8092138447865874,13–24m,Month-to-month_Electronic check,-18.97093553223388
Male,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.89,No,Multiple phone lines,0,No,9.061304347826088,0.4555708571053839,2.1950482222542105,49m+,Month-to-month_Bank transfer (automatic),-1.338235294117645
Male,No,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,71.55,Yes,No phone service,1,No,84.54,1.1815513626834384,0.846344925479063,0–6m,Month-to-month_Mailed check,15.151784788245457
Female,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,87.88,Yes,Single phone line,2,No,43.37482758620689,0.49356881641109346,2.0260599267014876,25–48m,Month-to-month_Electronic check,1.5290644677661192
Female,No,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.27,No,Multiple phone lines,5,No,96.11565217391303,1.1141260249671154,0.897564528240435,25–48m,Two year_Bank transfer (automatic),12.678381046396836
Male,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,47.96,Yes,No phone service,0,No,89.93,1.8751042535446207,0.5333036806404982,0–6m,Month-to-month_Mailed check,-8.438215211754539
Female,No,No,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),55.97,No,Multiple phone lines,2,No,80.02846153846153,1.4298456590756035,0.6993761834731875,25–48m,Two year_Bank transfer (automatic),-17.62161895360316
Male,No,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.06,Yes,Multiple phone lines,1,No,39.055092592592594,0.4759333730513355,2.1011344373451557,13–24m,Month-to-month_Credit card (automatic),-4.290935532233874
Male,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,33.4,No,No phone service,0,No,4.991904761904761,0.1494582264043342,6.6908327768768485,13–24m,Month-to-month_Mailed check,-22.99821521175454
Male,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.74,Yes,Single phone line,1,No,23.733396226415092,0.2531832326265745,3.9497086344375814,49m+,Month-to-month_Electronic check,7.389064467766119
Female,No,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,27.95,No,No phone service,1,No,75.1054794520548,2.6871370108069694,0.3721432870665913,25–48m,Month-to-month_Mailed check,-28.44821521175454
Female,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),59.36,No,Single phone line,4,No,70.01764705882353,1.1795425717456793,0.8477862723683105,49m+,One year_Credit card (automatic),-7.942121807465611
Female,No,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,57.77,Yes,Multiple phone lines,0,No,136.79459459459457,2.367917510725196,0.42231200853518797,7–12m,Month-to-month_Electronic check,-28.580935532233873
Female,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),69.81,No,Single phone line,5,No,18.31983606557377,0.2624242381546164,3.8106236185805944,49m+,Two year_Credit card (automatic),-3.7816189536031573
Male,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,85.32,No,Single phone line,1,No,286.885,3.362458977965307,0.29740139777262664,0–6m,Month-to-month_Electronic check,28.921784788245454
Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.93,Yes,Multiple phone lines,0,No,124.21,1.5938662902604899,0.6274052008694952,0–6m,Month-to-month_Electronic check,-8.42093553223387
Female,No,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,80.84,No,Single phone line,3,No,44.19025641025641,0.5466385008690797,1.8293625465643895,25–48m,One year_Electronic check,-16.227769058295962
Male,No,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.15,No,Multiple phone lines,1,No,16.168,0.19213309566250744,5.204725383473528,0–6m,Month-to-month_Electronic check,-2.2009355322338706
Female,No,No,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,52.99,No,Single phone line,1,No,87.76714285714286,1.6562963362359475,0.6037566938489836,25–48m,One year_Mailed check,-14.312121807465608
Male,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),101.03,No,Multiple phone lines,3,No,23.443472222222223,0.23204466220154632,4.309515205014426,49m+,Two year_Credit card (automatic),0.11043818466353628
Female,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.38,Yes,Single phone line,0,No,1.6712244897959183,0.086234493797519,11.596287703016241,49m+,Month-to-month_Mailed check,-1.8482352941176465
Male,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),53.25,No,Single phone line,2,No,209.54,3.935023474178404,0.2541280901021285,0–6m,Month-to-month_Bank transfer (automatic),-3.1482152117545397
Male,No,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,101.01,Yes,Multiple phone lines,1,No,11.730526315789474,0.11613232665864244,8.610866834170855,25–48m,Month-to-month_Electronic check,14.659064467766129
Female,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.09,Yes,Single phone line,1,No,7.021111111111111,0.08155547811721582,12.26159202405444,13–24m,Month-to-month_Electronic check,-0.2609355322338729
Male,No,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),76.8,No,Multiple phone lines,3,No,134.48386363636362,1.7510919744318183,0.5710722307002023,25–48m,Two year_Credit card (automatic),3.2083810463968376
Male,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.44,No,Multiple phone lines,0,No,74.00333333333333,2.9089360587002093,0.3437682987252827,0–6m,Two year_Mailed check,2.993920807453417
Female,No,No,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,88.01,No,Single phone line,1,No,86.12690476190475,0.9786036218827947,1.0218641926503804,25–48m,One year_Electronic check,-9.05776905829596
Male,No,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),48.88,No,No phone service,2,No,160.31583333333333,3.2797838243316964,0.3048981437682907,7–12m,Month-to-month_Credit card (automatic),-7.518215211754537
Male,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,87.38,No,Multiple phone lines,1,No,150.25805555555556,1.7195932199079373,0.5815328813947857,25–48m,Month-to-month_Electronic check,30.981784788245456
Male,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.0,No,Single phone line,0,No,20.370540540540542,0.925933660933661,1.0799909779623462,25–48m,One year_Bank transfer (automatic),0.30424806201550325
Female,No,No,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,57.3,No,No phone service,2,No,58.32222222222222,1.017839829358154,0.9824728519718041,7–12m,Month-to-month_Mailed check,0.9017847882454575
Female,No,No,No,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,52.02,No,No phone service,2,No,83.56280000000001,1.6063590926566707,0.6225258129215392,25–48m,One year_Electronic check,-15.282121807465607
Female,No,No,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),52.95,No,Multiple phone lines,1,No,106.35288888888888,2.008553142377505,0.49787081999548677,25–48m,One year_Credit card (automatic),-14.352121807465608
